shipment_id|tracking_no|carrier_id|origin_depot_id|booked_date|delivered_date|status|dest_country|dest_city|weight_kg|shipping_cost|service_level|pallets|transit_days
229|TRK-2026-000229|8|23|2026-05-22|2026-05-26|Delivered|Sweden|Stockholm|237.94|24.66|Standard|1|4
230|TRK-2026-000230|4|20|2026-04-28|2026-04-30|Delivered|Belgium|Brussels|625.11|58.69|Express|2|2
231|TRK-2026-000231|2|1|2026-09-05||Delayed|Poland|Gdansk|4392.32|202.48|Standard|18|
232|TRK-2025-000232|1|9|2025-02-08|2025-02-10|Delivered|Belgium|Antwerp|3177.94|151.47|Standard|8|2
233|TRK-2025-000233|1|13|2025-11-11|2025-11-15|Delivered|France|Toulouse|3332.91|157.98|Standard|8|4
234|TRK-2026-000234|2|12|2026-08-22|2026-08-27|Delivered|Poland|Warsaw|848.20|53.62|Standard|3|5
235|TRK-2026-000235|3|18|2026-02-18|2026-02-25|Delivered|Netherlands|Amsterdam|3789.94|177.18|Standard|12|7
236|TRK-2026-000236|1|13|2026-05-16|2026-05-23|Delivered|Germany|Cologne|322.15|28.55|Economy|1|7
237|TRK-2026-000237|1|18|2026-08-26|2026-08-31|Delivered|Netherlands|Amsterdam|1038.82|61.63|Standard|4|5
238|TRK-2025-000238|10|19|2025-12-18|2025-12-26|Delivered|Netherlands|Amsterdam|333.57|25.29|Economy|1|8
239|TRK-2025-000239|10|19|2025-08-06|2025-08-09|Delivered|Czechia|Prague|1065.71|64.25|Express|3|3
240|TRK-2025-000240|1|24|2025-07-04|2025-07-06|Delivered|Germany|Munich|3112.94|220.65|Express|8|2
241|TRK-2025-000241|10|8|2025-02-28|2025-03-07|Returned|Poland|Warsaw|4219.53|136.15|Standard|12|7
242|TRK-2025-000242|6|20|2025-12-17|2026-01-02|Delivered|Germany|Berlin|626.97|28.03|Standard|2|16
243|TRK-2026-000243|6|11|2026-08-07|2026-09-05|Delivered|United Kingdom|Manchester|1018.33|30.71|Economy|3|29
244|TRK-2025-000244|9|14|2025-08-25|2025-08-31|Delivered|Poland|Krakow|571.46|30.48|Economy|3|6
245|TRK-2026-000245|3|21|2026-01-27|2026-02-01|Delivered|Poland|Krakow|1527.72|82.16|Standard|6|5
246|TRK-2025-000246|8|17|2025-02-13|2025-02-19|Delivered|Netherlands|Amsterdam|827.23|41.16|Standard|4|6
247|TRK-2026-000247|8|15|2026-01-07|2026-01-16|Delivered|Italy|Naples|2515.39|88.43|Standard|8|9
248|TRK-2025-000248|4|24|2025-09-03|2025-09-08|Delivered|United Kingdom|Birmingham|361.53|33.18|Standard|1|5
249|TRK-2026-000249|3|10|2026-03-07|2026-03-10|Delivered|Czechia|Prague|588.56|56.32|Express|2|3
250|TRK-2026-000250|5|18|2026-03-05|2026-03-19|Delivered|Netherlands|Eindhoven|3216.57|97.77|Express|8|14
251|TRK-2026-000251|7|2|2026-07-21|2026-08-18|Delivered|Germany|Berlin|3391.60|72.27|Standard|18|28
252|TRK-2026-000252|8|2|2026-01-17|2026-01-23|Delivered|Poland|Krakow|552.08|33.46|Standard|2|6
253|TRK-2026-000253|4|8|2026-07-05|2026-07-08|Delivered|Switzerland|Geneva|709.82|64.21|Express|2|3
254|TRK-2025-000254|8|16|2025-02-01|2025-02-04|Delivered|Sweden|Gothenburg|3578.01|173.29|Express|12|3
255|TRK-2025-000255|8|16|2025-12-01|2025-12-11|Delivered|Denmark|Aarhus|1449.72|49.66|Economy|4|10
256|TRK-2026-000256|7|13|2026-04-21|2026-05-04|Returned|Netherlands|Eindhoven|272.95|22.37|Standard|1|13
257|TRK-2025-000257|6|6|2025-12-13|2026-01-09|Delivered|France|Paris|1043.72|34.70|Standard|3|27
258|TRK-2026-000258|8|5|2026-05-06|2026-05-10|Delivered|Netherlands|Eindhoven|1453.35|58.69|Standard|6|4
259|TRK-2025-000259|3|13|2025-03-05|2025-03-10|Delivered|Netherlands|Eindhoven|361.18|33.17|Standard|2|5
260|TRK-2026-000260|8|11|2026-04-15|2026-04-19|Delivered|Portugal|Porto|396.28|29.10|Standard|1|4
261|TRK-2025-000261|10|24|2025-03-08|2025-03-12|Delivered|France|Paris|7101.33|326.20|Express|18|4
262|TRK-2025-000262|3|12|2025-02-12|2025-02-18|Delivered|Italy|Naples|1696.35|73.57|Economy|8|6
263|TRK-2026-000263|4|3|2026-04-11|2026-04-14|Delivered|Austria|Linz|636.77|59.45|Express|2|3
264|TRK-2025-000264|3|6|2025-03-18|2025-03-29|Delivered|United Kingdom|Birmingham|260.62|26.54|Economy|1|11
265|TRK-2026-000265|5|24|2026-04-26|2026-05-18|Returned|Denmark|Copenhagen|4635.03|92.16|Standard|12|22
266|TRK-2025-000266|10|21|2025-11-14|2025-11-17|Delivered|Spain|Madrid|1905.11|100.68|Express|6|3
267|TRK-2026-000267|5|7|2026-03-19|2026-04-18|Delivered|Belgium|Ghent|188.19|21.01|Standard|1|30
268|TRK-2025-000268|9|27|2025-03-16|2025-03-20|Delivered|Germany|Berlin|1020.22|62.28|Express|4|4
269|TRK-2025-000269|2|4|2025-02-16|2025-02-28|Delivered|Germany|Cologne|1519.26|67.77|Economy|4|12
270|TRK-2025-000270|1|4|2025-12-04|2025-12-11|Delivered|Germany|Munich|213.01|26.95|Standard|1|7
271|TRK-2026-000271|2|8|2026-01-07|2026-01-10|Delivered|Netherlands|Eindhoven|252.64|28.61|Standard|1|3
272|TRK-2026-000272|7|12|2026-01-21|2026-02-01|Delivered|Spain|Valencia|1435.20|53.59|Express|6|11
273|TRK-2026-000273|1|29|2026-07-03|2026-07-05|Delivered|France|Paris|392.12|34.47|Standard|1|2
274|TRK-2025-000274|9|5|2025-04-09|2025-04-12|Delivered|Austria|Vienna|815.18|53.38|Express|3|3
275|TRK-2026-000275|3|4|2026-05-21|2026-06-01|Delivered|Netherlands|Eindhoven|5601.84|201.52|Economy|26|11
276|TRK-2026-000276|5|16|2026-02-23|2026-03-10|Delivered|Sweden|Malmo|2273.18|74.37|Express|8|15
277|TRK-2025-000277|2|21|2025-04-10|2025-04-12|Delivered|Spain|Barcelona|2103.05|154.91|Express|8|2
278|TRK-2025-000278|3|3|2025-01-11|2025-01-16|Delivered|France|Lyon|474.93|33.56|Economy|2|5
279|TRK-2025-000279|3|20|2025-03-06|2025-03-09|Delivered|Germany|Berlin|1143.84|66.04|Standard|3|3
280|TRK-2025-000280|1|19|2025-09-12|2025-09-15|Delivered|France|Paris|4245.07|196.29|Standard|12|3
281|TRK-2025-000281|8|5|2025-09-27|2025-10-02|Delivered|Netherlands|Amsterdam|4353.91|139.91|Standard|18|5
282|TRK-2026-000282|2|6|2026-09-10|2026-09-13|Delivered|France|Toulouse|833.67|72.27|Express|3|3
283|TRK-2025-000283|10|3|2025-02-10|2025-02-13|Delivered|Austria|Graz|1451.40|80.99|Express|4|3
284|TRK-2025-000284|9|13|2025-07-01|2025-07-04|Delivered|France|Lyon|1383.17|78.03|Express|6|3
285|TRK-2025-000285|8|8|2025-03-05|2025-03-08|Returned|Netherlands|Amsterdam|7079.13|216.22|Standard|18|3
286|TRK-2025-000286|2|28|2025-11-17|2025-11-24|Delivered|Italy|Milan|1036.49|61.53|Standard|3|7
287|TRK-2026-000287|10|22|2026-03-24|2026-03-27|Returned|Italy|Naples|4382.55|208.20|Express|12|3
288|TRK-2025-000288|2|2|2025-07-11|2025-07-13|Delivered|Austria|Graz|396.11|43.79|Express|2|2
289|TRK-2025-000289|2|12|2025-03-09|2025-03-17|Returned|Sweden|Stockholm|377.86|30.38|Economy|1|8
290|TRK-2025-000290|2|23|2025-06-05|2025-06-10|Delivered|Belgium|Brussels|2616.96|127.91|Standard|8|5
291|TRK-2026-000291|8|22|2026-01-03|2026-01-11|Delivered|Poland|Warsaw|685.78|37.20|Standard|3|8
292|TRK-2025-000292|1|1|2025-07-19|2025-07-24|Delivered|Belgium|Brussels|372.05|33.63|Standard|2|5
293|TRK-2026-000293|3|27|2026-05-17|2026-05-24|Delivered|United Kingdom|London|612.06|43.71|Standard|2|7
294|TRK-2025-000294|3|15|2025-10-11|2025-10-13|Delivered|Czechia|Brno|246.55|34.05|Express|1|2
295|TRK-2026-000295|4|14|2026-03-13|2026-03-23|Delivered|France|Marseille|217.45|25.12|Economy|1|10
296|TRK-2025-000296|10|8|2025-07-02|2025-07-09|Delivered|Netherlands|Amsterdam|775.50|39.71|Standard|3|7
297|TRK-2025-000297|10|27|2025-07-13|2025-07-22|Returned|Czechia|Prague|7364.27|224.20|Standard|26|9
298|TRK-2026-000298|6|8|2026-02-15|2026-03-17|Delivered|Germany|Berlin|385.86|24.17|Standard|2|30
299|TRK-2026-000299|8|13|2026-05-27|2026-06-05|Delivered|France|Paris|5715.78|178.04|Standard|26|9
300|TRK-2026-000300|7|22|2026-03-27|2026-04-17|Delivered|United Kingdom|London|242.50|21.88|Standard|1|21
301|TRK-2026-000301|10|18|2026-02-15|2026-02-21|Delivered|Germany|Frankfurt|581.04|34.27|Standard|2|6
302|TRK-2025-000302|3|23|2025-08-27|2025-08-29|Delivered|Poland|Warsaw|1441.81|111.86|Express|8|2
303|TRK-2026-000303|10|8|2026-04-06|2026-04-14|Delivered|Sweden|Gothenburg|1502.26|60.06|Standard|4|8
304|TRK-2025-000304|3|23|2025-11-14|2025-11-22|Delivered|Belgium|Brussels|193.76|24.35|Economy|1|8
305|TRK-2025-000305|99|23|2025-11-18|2025-11-24|Delivered|Germany|Hamburg|716.67|41.48|Economy|2|6
306|TRK-2025-000306|5|2|2025-10-12|2025-11-05|Delivered|France|Toulouse|1139.43|36.23|Standard|4|24
307|TRK-2026-000307|2|23|2026-02-02|2026-02-05|Delivered|Netherlands|Eindhoven|1155.53|93.23|Express|3|3
308|TRK-2026-000308|9|14|2026-05-01|2026-05-10|Delivered|Germany|Frankfurt|198.34|23.55|Standard|1|9
309|TRK-2026-000309|9|27|2026-08-04|2026-08-09|Delivered|Czechia|Prague|468.50|28.23|Economy|2|5
310|TRK-2025-000310|3|8|2025-02-17|2025-02-20|Delivered|Netherlands|Eindhoven|634.04|59.28|Express|2|3
311|TRK-2025-000311|9|7|2025-12-02|2025-12-05|Delivered|Netherlands|Amsterdam|780.53|39.85|Standard|4|3
312|TRK-2026-000312|10|18|2026-02-25|2026-03-05|Delivered|Netherlands|Eindhoven|3296.80|90.00|Economy|8|8
313|TRK-2025-000313|9|28|2025-08-15|2025-08-23|Delivered|Belgium|Brussels|1517.78|60.50|Standard|6|8
314|TRK-2026-000314|4|14|2026-06-22|2026-06-28|Delivered|Germany|Berlin|1911.64|98.29|Standard|8|6
315|TRK-2026-000315|2|17|2026-09-04|2026-09-13|Delivered|Netherlands|Amsterdam|236.94|25.76|Economy|1|9
316|TRK-2025-000316|8|27|2025-09-12|2025-09-23|Delivered|Sweden|Gothenburg|344.90|25.53|Economy|1|11
317|TRK-2026-000317|8|8|2026-09-22|2026-09-28|Delivered|Sweden|Gothenburg|1955.09|72.74|Standard|6|6
318|TRK-2026-000318|1|11|2026-08-17|2026-08-20|Delivered|Netherlands|Rotterdam|10811.97|472.10|Standard|26|3
319|TRK-2025-000319|1|3|2025-07-08|2025-07-19|Delivered|Spain|Seville|2490.49|99.59|Economy|6|11
320|TRK-2026-000320|8|9|2026-02-26|2026-03-01|Delivered|Italy|Rome|1031.60|62.77|Express|4|3
321|TRK-2026-000321|7|10|2026-06-06|2026-07-03|Delivered|Sweden|Gothenburg|4385.61|88.17|Standard|12|27
322|TRK-2026-000322|10|19|2026-03-26|2026-04-01|Delivered|Germany|Cologne|1578.78|62.21|Standard|4|6
323|TRK-2025-000323|2|29|2025-03-07|2025-03-09|Delivered|Germany|Berlin|319.68|31.43|Standard|1|2
324|TRK-2025-000324|8|1|2025-05-01|2025-05-05|Delivered|Poland|Gdansk|1157.55|68.24|Express|4|4
325|TRK-2026-000325|2|10|2026-04-29|2026-05-06|Delivered|Czechia|Prague|1358.10|75.04|Standard|4|7
326|TRK-2026-000326||3|2026-09-07||Awaiting Pickup|Spain|Barcelona|622.32|44.14|Standard|2|
327|TRK-2025-000327|9|6|2025-09-17|2025-09-24|Delivered|Spain|Valencia|230.75|24.46|Standard|1|7
328|TRK-2025-000328|8|3|2025-09-28|2025-10-01|Delivered|Czechia|Prague|691.58|48.01|Express|2|3
329|TRK-2026-000329|9|6|2026-04-29|2026-05-10|Delivered|Sweden|Gothenburg|7682.64|185.79|Economy|26|11
330|TRK-2026-000330|2|18|2026-01-15|2026-01-17|Delivered|France|Marseille|2225.94|162.91|Express|6|2
331|TRK-2026-000331|2|28|2026-01-28|2026-01-31|Delivered|Italy|Turin|265.09|35.26|Express|1|3
332|TRK-2025-000332|10|6|2025-04-29|2025-05-03|Delivered|United Kingdom|Birmingham|218.90|24.13|Standard|1|4
333|TRK-2025-000333|5|25|2025-11-02|2025-11-29|Delivered|Sweden|Stockholm|595.97|27.54|Standard|2|27
334|TRK-2026-000334|9|2|2026-03-27|2026-04-05|Delivered|Belgium|Antwerp|1572.18|62.02|Standard|6|9
335|TRK-2026-000335|6|1|2026-09-08|2026-09-25|Delivered|Spain|Seville|204.22|21.27|Standard|1|17
336|TRK-2026-000336|2|11|2026-09-03|2026-09-05|Delivered|Sweden|Gothenburg|357.05|41.24|Express|1|2
337|TRK-2026-000337|8|6|2026-07-15|2026-07-22|Delivered|France|Marseille|1184.17|51.16|Standard|3|7
338|TRK-2025-000338|1|7|2025-10-28|2025-11-02|Delivered|Netherlands|Rotterdam|723.79|48.40|Standard|4|5
339|TRK-2025-000339|10|3|2025-12-03|2025-12-06|Delivered|Netherlands|Rotterdam|300.40|26.41|Standard|1|3
340|TRK-2026-000340|4|9|2026-05-11|2026-05-13|Delivered|Belgium|Antwerp|1929.71|143.62|Express|6|2
341|TRK-2025-000341|8|29|2025-11-11|2025-11-20|Delivered|France|Marseille|9403.03|281.28|Standard|26|9
342|TRK-2025-000342|10|23|2025-01-24|2025-02-02|Delivered|Germany|Berlin|223.09|24.25|Standard|1|9
343|TRK-2025-000343|5|17|2025-07-04|2025-08-03|Delivered|Germany|Berlin|440.32|25.05|Standard|2|30
344|TRK-2025-000344|4|17|2025-10-09|2025-10-12|Delivered|Netherlands|Amsterdam|1956.24|145.35|Express|6|3
345|TRK-2026-000345|8|22|2026-04-10|2026-04-24|Delivered|Poland|Warsaw|505.05|29.03|Economy|2|14
346|TRK-2025-000346|9|25|2025-05-30|2025-06-07|Delivered|Portugal|Lisbon|6308.95|194.65|Standard|26|8
347|TRK-2026-000347|9|6|2026-01-13|2026-01-22|Delivered|Poland|Krakow|531.21|32.87|Standard|2|9
348|TRK-2025-000348|6|14|2025-12-24|2026-01-21|Delivered|Germany|Munich|803.63|30.86|Standard|2|28
349|TRK-2025-000349|3|16|2025-05-13|2025-05-23|Delivered|Spain|Seville|3120.93|120.24|Economy|8|10
350|TRK-2025-000350|8|6|2025-08-14|2025-08-27|Delivered|France|Marseille|3991.65|105.18|Economy|18|13
351|TRK-2026-000351|1|16|2026-06-20|2026-06-23|Delivered|Denmark|Copenhagen|251.19|28.55|Standard|1|3
352|TRK-2026-000352|3|9|2026-08-09|2026-08-15|Delivered|Germany|Hamburg|215.70|27.06|Standard|1|6
353|TRK-2026-000353|10|25|2026-01-21|2026-01-25|Delivered|Italy|Turin|909.47|57.47|Express|4|4
354|TRK-2026-000354|8|11|2026-05-18|2026-05-30|Delivered|Belgium|Brussels|366.34|26.00|Economy|1|12
355|TRK-2025-000355|10|24|2025-04-22|2025-04-25|Delivered|Portugal|Lisbon|479.27|38.80|Express|2|3
356|TRK-2025-000356|6|17|2025-10-11|2025-11-12|Delivered|Czechia|Prague|411.27|23.13|Economy|1|32
357|TRK-2025-000357|1|20|2025-12-16|2025-12-19|Delivered|Germany|Berlin|1511.01|116.37|Express|6|3
358|TRK-2026-000358|7|16|2026-05-29|2026-06-08|Delivered|Spain|Valencia|2803.11|87.52|Express|8|10
359|TRK-2025-000359|2|19|2025-09-25|2025-09-30|Delivered|Denmark|Aarhus|213.46|26.97|Standard|1|5
360|TRK-2026-000360|3|15|2026-02-19|2026-02-23|Delivered|Portugal|Lisbon|399.01|34.76|Standard|1|4
361|TRK-2026-000361|10|7|2026-09-21|2026-09-29|Delivered|Portugal|Porto|4099.16|132.78|Standard|12|8
362|TRK-2026-000362|6|17|2026-07-11|2026-08-01|Delivered|Poland|Warsaw|3428.46|72.86|Standard|12|21
363|TRK-2026-000363|1|6|2026-05-18|2026-05-22|Delivered|France|Lyon|335.71|32.10|Standard|1|4
364|TRK-2026-000364||20|2026-09-14||Awaiting Pickup|Poland|Warsaw|1104.34|64.38|Standard|4|
365|TRK-2025-000365|7|9|2025-10-02|2025-11-01|Delivered|Switzerland|Zurich|344.76|23.52|Standard|1|30
366|TRK-2026-000366|2|14|2026-09-05|2026-09-07|Delivered|Austria|Vienna|251.51|28.56|Standard|1|2
367|TRK-2026-000367|9|9|2026-03-19|2026-03-24|Delivered|Czechia|Prague|7723.92|234.27|Standard|26|5
368|TRK-2026-000368|3|28|2026-03-14|2026-03-18|Delivered|Spain|Valencia|1038.28|61.61|Standard|3|4
369|TRK-2026-000369|6|16|2026-08-28|2026-09-14|Delivered|Belgium|Ghent|782.59|30.52|Standard|4|17
370|TRK-2026-000370|2|21|2026-02-08|2026-02-11|Delivered|Austria|Vienna|392.22|43.53|Express|2|3
371|TRK-2025-000371|1|3|2025-03-27|2025-03-30|Delivered|Germany|Munich|3461.94|243.37|Express|12|3
372|TRK-2026-000372|9|4|2026-05-06|2026-05-09|Delivered|Sweden|Malmo|2718.52|135.98|Express|12|3
373|TRK-2026-000373|9|13|2026-01-25|2026-02-08|Delivered|Switzerland|Geneva|1427.47|49.18|Economy|4|14
374|TRK-2026-000374|2|27|2026-08-18|2026-08-20|Returned|Portugal|Porto|375.04|33.75|Standard|2|2
375|TRK-2025-000375|8|18|2025-05-24|2025-06-02|Returned|Germany|Munich|282.71|25.92|Standard|1|9
376|TRK-2026-000376|10|2|2026-07-14|2026-07-20|Delivered|Poland|Gdansk|4878.65|154.60|Standard|18|6
377|TRK-2025-000377|2|24|2025-05-04|2025-05-13|Delivered|Poland|Gdansk|1434.12|64.98|Economy|4|9
378|TRK-2026-000378|10|28|2026-05-07|2026-05-11|Delivered|Denmark|Aarhus|1542.22|61.18|Standard|8|4
379|TRK-2025-000379|3|27|2025-10-03|2025-10-10|Delivered|Italy|Turin|1225.39|69.47|Standard|6|7
380|TRK-2026-000380|3|14|2026-04-08|2026-04-11|Delivered|Germany|Berlin|652.77|60.50|Express|3|3
381|TRK-2025-000381|1|29|2025-02-17|2025-02-20|Delivered|Spain|Barcelona|3035.67|145.50|Standard|8|3
382|TRK-2026-000382|2|8|2026-08-28|2026-08-30|Delivered|Poland|Gdansk|260.43|34.95|Express|1|2
383|TRK-2026-000383|9|2|2026-03-18|2026-03-29|Delivered|Austria|Linz|1243.19|45.15|Economy|4|11
384|TRK-2025-000384|8|7|2025-07-30|2025-08-04|Delivered|France|Paris|1759.18|67.26|Standard|6|5
385|TRK-2026-000385|4|7|2026-04-16|2026-04-23|Delivered|Austria|Vienna|629.48|38.62|Economy|3|7
386|TRK-2026-000386|10|23|2026-09-28||Awaiting Pickup|Czechia|Brno|1462.53|58.95|Standard|4|
387|TRK-2025-000387|10|1|2025-02-25|2025-02-28|Delivered|Sweden|Gothenburg|336.08|27.41|Standard|1|3
388|TRK-2026-000388|3|7|2026-08-16|2026-08-27|Delivered|France|Toulouse|3552.59|134.38|Economy|12|11
389|TRK-2026-000389|1|20|2026-07-22|2026-07-26|Delivered|Spain|Seville|797.54|44.13|Economy|3|4
390|TRK-2026-000390|5|9|2026-06-23|2026-07-12|Delivered|Poland|Warsaw|1243.78|37.90|Standard|3|19
391|TRK-2026-000391|1|5|2026-04-19|2026-04-21|Delivered|Portugal|Porto|658.55|60.87|Express|2|2
392|TRK-2025-000392|6|3|2025-06-04|2025-06-17|Delivered|Belgium|Ghent|2140.21|52.24|Standard|6|13
393|TRK-2025-000393|7|3|2025-01-14|2025-02-08|Delivered|Austria|Graz|2923.54|64.78|Standard|12|25
394|TRK-2025-000394|4|1|2025-05-05|2025-05-10|Returned|Austria|Graz|2880.45|138.98|Standard|8|5
395|TRK-2025-000395|9|21|2025-04-24|2025-04-27|Delivered|Poland|Krakow|651.44|36.24|Standard|3|3
396|TRK-2025-000396|10|24|2025-01-21|2025-01-25|Delivered|Netherlands|Amsterdam|391.14|34.98|Express|1|4
397|TRK-2025-000397|4|20|2025-07-14|2025-07-21|Delivered|Denmark|Aarhus|5283.72|239.92|Standard|18|7
398|TRK-2026-000398|1|5|2026-04-05|2026-04-08|Delivered|Spain|Valencia|5674.54|256.33|Standard|18|3
399|TRK-2025-000399|8|28|2025-12-09|2025-12-12|Delivered|France|Paris|257.41|25.21|Standard|1|3
400|TRK-2026-000400|10|19|2026-03-21|2026-04-04|Delivered|United Kingdom|London|1154.69|43.22|Economy|4|14
401|TRK-2026-000401|2|18|2026-04-08|2026-04-13|Delivered|Sweden|Gothenburg|7770.69|344.37|Standard|26|5
402|TRK-2025-000402|1|22|2025-09-09|2025-09-15|Delivered|Italy|Rome|629.36|44.43|Standard|3|6
403|TRK-2025-000403|6|27|2025-12-02|2025-12-13|Delivered|Portugal|Porto|532.63|31.21|Express|2|11
404|TRK-2026-000404|2|9|2026-04-25|2026-04-29|Delivered|Spain|Madrid|333.27|32.00|Standard|1|4
405|TRK-2026-000405|2|19|2026-09-17||Delayed|France|Paris|1672.09|88.23|Standard|4|
406|TRK-2025-000406|4|6|2025-09-05|2025-09-09|Returned|Poland|Krakow|3957.18|184.20|Standard|12|4
407|TRK-2025-000407|9|15|2025-12-27|2025-12-30|Returned|Italy|Naples|1428.26|57.99|Standard|6|3
408|TRK-2025-000408|1|6|2025-09-26|2025-10-08|Delivered|Sweden|Gothenburg|336.42|29.02|Economy|1|12
409|TRK-2025-000409|1|1|2025-05-21|2025-05-24|Delivered|Denmark|Aarhus|292.19|37.02|Express|1|3
410|TRK-2025-000410|10|28|2025-06-20|2025-06-23|Delivered|Germany|Cologne|3296.99|110.32|Standard|8|3
411|TRK-2025-000411|3|22|2025-02-02|2025-02-10|Delivered|Germany|Hamburg|1261.36|59.32|Economy|6|8
412|TRK-2025-000412|4|5|2025-04-22|2025-04-27|Delivered|Netherlands|Eindhoven|4234.13|195.83|Standard|12|5
413|TRK-2026-000413|3|11|2026-07-27|2026-08-01|Delivered|Poland|Warsaw|1207.72|68.72|Standard|4|5
414|TRK-2025-000414|7|18|2025-12-12|2026-01-01|Delivered|Netherlands|Rotterdam|334.81|22.18|Economy|1|20
415|TRK-2026-000415|1|4|2026-05-02|2026-05-05|Delivered|Sweden|Stockholm|1924.30|98.82|Standard|6|3
416|TRK-2026-000416|2|8|2026-01-04|2026-01-08|Delivered|Germany|Munich|5400.96|244.84|Standard|18|4
417|TRK-2025-000417|8|13|2025-11-23|2025-11-26|Delivered|Italy|Naples|1300.19|74.43|Express|4|3
418|TRK-2026-000418|10|3|2026-05-12|2026-05-16|Delivered|Belgium|Antwerp|3702.19|121.66|Standard|12|4
419|TRK-2026-000419|1|10|2026-02-26|2026-02-28|Returned|Germany|Munich|1159.11|93.46|Express|3|2
420|TRK-2025-000420|1|13|2025-11-05|2025-11-12|Delivered|Netherlands|Amsterdam|663.72|45.88|Standard|3|7
421|TRK-2026-000421|8|10|2026-04-11|2026-04-16|Delivered|United Kingdom|Birmingham|1000.37|46.01|Standard|3|5
422|TRK-2026-000422|1|28|2026-04-11|2026-04-18|Delivered|Portugal|Porto|906.23|56.06|Standard|3|7
423|TRK-2025-000423|2|15|2025-11-23|2025-11-28|Delivered|Sweden|Stockholm|193.87|26.14|Standard|1|5
424|TRK-2025-000424|4|24|2025-06-08|2025-06-15|Delivered|Germany|Hamburg|3836.67|179.14|Standard|18|7
425|TRK-2025-000425|8|13|2025-02-02|2025-02-15|Delivered|United Kingdom|Birmingham|263.90|23.76|Economy|1|13
426|TRK-2026-000426|3|5|2026-02-03|2026-02-09|Delivered|Netherlands|Amsterdam|893.85|55.54|Standard|4|6
427|TRK-2025-000427|9|5|2025-05-19|2025-05-28|Delivered|Portugal|Porto|1431.68|58.09|Standard|6|9
428|TRK-2025-000428|1|19|2025-11-26|2025-12-04|Delivered|Spain|Barcelona|1323.77|61.37|Economy|6|8
429|TRK-2025-000429|2|20|2025-07-17|2025-07-21|Delivered|Germany|Frankfurt|489.73|38.57|Standard|2|4
430|TRK-2026-000430|8|11|2026-03-04|2026-03-07|Delivered|Germany|Berlin|5002.04|235.09|Express|18|3
431|TRK-2025-000431|1|18|2025-11-15|2025-11-17|Delivered|Czechia|Brno|1742.97|91.20|Standard|6|2
432|TRK-2025-000432|8|19|2025-10-29|2025-11-03|Delivered|United Kingdom|Birmingham|1116.78|49.27|Standard|3|5
433|TRK-2025-000433|10|21|2025-06-19|2025-06-30|Delivered|Germany|Frankfurt|1219.97|44.64|Economy|6|11
434|TRK-2025-000434|8|12|2025-03-25|2025-04-04|Delivered|France|Lyon|806.67|35.62|Economy|2|10
435|TRK-2025-000435|4|11|2025-08-25|2025-08-31|Delivered|Denmark|Aarhus|364.13|33.29|Standard|1|6
436|TRK-2025-000436|5|3|2025-06-28|2025-07-25|Delivered|Poland|Gdansk|2261.85|54.19|Standard|8|27
437|TRK-2026-000437|3|11|2026-09-22||In Transit|France|Toulouse|3878.27|180.89|Standard|18|
438|TRK-2026-000438|1|8|2026-06-13|2026-06-15|Delivered|Spain|Barcelona|1784.53|134.17|Express|6|2
439|TRK-2025-000439|3|27|2025-07-07|2025-07-09|Delivered|Germany|Cologne|1056.12|62.36|Standard|3|2
440|TRK-2026-000440|8|10|2026-07-31|2026-08-09|Delivered|Portugal|Lisbon|965.76|45.04|Standard|3|9
441|TRK-2025-000441|1|22|2025-02-23|2025-02-26|Delivered|Netherlands|Rotterdam|5156.40|353.68|Express|18|3
442|TRK-2026-000442|4|23|2026-05-15|2026-05-27|Delivered|France|Lyon|883.42|46.94|Economy|4|12
443|TRK-2026-000443|2|25|2026-04-16|2026-04-26|Delivered|Germany|Frankfurt|187.32|24.14|Economy|1|10
444|TRK-2026-000444|1|5|2026-08-17|2026-08-21|Delivered|France|Marseille|3540.90|166.72|Standard|12|4
445|TRK-2025-000445|8|2|2025-12-04|2025-12-12|Delivered|Portugal|Lisbon|765.48|39.43|Standard|2|8
446|TRK-2026-000446|4|21|2026-04-16|2026-04-19|Delivered|Germany|Berlin|967.81|81.00|Express|4|3
447|TRK-2025-000447|1|15|2025-09-01|2025-09-07|Delivered|France|Lyon|236.28|27.92|Standard|1|6
448|TRK-2025-000448|1|7|2025-12-07|2025-12-10|Delivered|Denmark|Aarhus|348.51|40.69|Express|1|3
449|TRK-2025-000449|4|9|2025-07-12|2025-07-24|Delivered|Switzerland|Zurich|10481.89|361.39|Economy|26|12
450|TRK-2025-000450|1|4|2025-10-17|2025-10-19|Delivered|Spain|Seville|390.42|34.40|Standard|2|2
451|TRK-2026-000451|10|14|2026-07-12|2026-07-15|Delivered|Germany|Cologne|233.18|24.53|Standard|1|3
452|TRK-2025-000452|10|15|2025-12-31|2026-01-03|Delivered|Germany|Berlin|687.14|37.24|Standard|2|3
